Time,CORE_ZN:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_ZN:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],CORE_ZN:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_ZN:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_1:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_1:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_1:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_1:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_2:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_2:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_2:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_2:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_3:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_3:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_3:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_3:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_4:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_4:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_4:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_4:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:10:00,1.011798E+03,2.626634E+03,5.252722E-02,2.320865E-01,2.959727E+03,2.159880E+03,1.536421E-01,1.908525E-01,1.831884E+03,1.324946E+03,9.509415E-02,1.170758E-01,2.939039E+03,2.165376E+03,1.525682E-01,1.913381E-01,1.850624E+03,1.413264E+03,9.606692E-02,1.248794E-01
00:20:00,1.011799E+03,2.619686E+03,5.252731E-02,2.314727E-01,2.959732E+03,2.144930E+03,1.536424E-01,1.895316E-01,1.831888E+03,1.314970E+03,9.509432E-02,1.161944E-01,2.939044E+03,2.150075E+03,1.525684E-01,1.899862E-01,1.850627E+03,1.399192E+03,9.606709E-02,1.236361E-01
00:30:00,1.011801E+03,2.612974E+03,5.252739E-02,2.308796E-01,2.959736E+03,2.130436E+03,1.536426E-01,1.882509E-01,1.831891E+03,1.305300E+03,9.509448E-02,1.153399E-01,2.939049E+03,2.135283E+03,1.525687E-01,1.886791E-01,1.850630E+03,1.385724E+03,9.606725E-02,1.224461E-01
00:40:00,1.011803E+03,2.606479E+03,5.252746E-02,2.303058E-01,2.959741E+03,2.116375E+03,1.536428E-01,1.870085E-01,1.831894E+03,1.295921E+03,9.509463E-02,1.145112E-01,2.939053E+03,2.120970E+03,1.525689E-01,1.874144E-01,1.850633E+03,1.372816E+03,9.606740E-02,1.213055E-01
00:50:00,1.011804E+03,2.600185E+03,5.252754E-02,2.297497E-01,2.959745E+03,2.102727E+03,1.536431E-01,1.858025E-01,1.831897E+03,1.286819E+03,9.509478E-02,1.137070E-01,2.939057E+03,2.107111E+03,1.525691E-01,1.861899E-01,1.850636E+03,1.360428E+03,9.606755E-02,1.202109E-01
01:00:00,1.011805E+03,2.594077E+03,5.252761E-02,2.292100E-01,2.959749E+03,2.089472E+03,1.536433E-01,1.846314E-01,1.831899E+03,1.277982E+03,9.509492E-02,1.129261E-01,2.939061E+03,2.093683E+03,1.525693E-01,1.850034E-01,1.850639E+03,1.348525E+03,9.606769E-02,1.191592E-01
01:10:00,1.011807E+03,2.588142E+03,5.252767E-02,2.286856E-01,2.959753E+03,2.076670E+03,1.536435E-01,1.835002E-01,1.831902E+03,1.269443E+03,9.509505E-02,1.121716E-01,2.939065E+03,2.080742E+03,1.525695E-01,1.838600E-01,1.850641E+03,1.337122E+03,9.606782E-02,1.181516E-01
01:20:00,1.011808E+03,2.582369E+03,5.252774E-02,2.281756E-01,2.959756E+03,2.064307E+03,1.536436E-01,1.824078E-01,1.831904E+03,1.261194E+03,9.509518E-02,1.114427E-01,2.939068E+03,2.068272E+03,1.525697E-01,1.827581E-01,1.850644E+03,1.326192E+03,9.606795E-02,1.171859E-01
01:30:00,1.011809E+03,2.576752E+03,5.252780E-02,2.276793E-01,2.959760E+03,2.052374E+03,1.536438E-01,1.813534E-01,1.831907E+03,1.253227E+03,9.509530E-02,1.107388E-01,2.939072E+03,2.056260E+03,1.525699E-01,1.816968E-01,1.850646E+03,1.315714E+03,9.606807E-02,1.162600E-01
01:40:00,1.011810E+03,2.571283E+03,5.252785E-02,2.271961E-01,2.959763E+03,2.040863E+03,1.536440E-01,1.803364E-01,1.831909E+03,1.245537E+03,9.509542E-02,1.100594E-01,2.939075E+03,2.044696E+03,1.525701E-01,1.806750E-01,1.850648E+03,1.305666E+03,9.606819E-02,1.153723E-01
01:50:00,1.011811E+03,2.565958E+03,5.252791E-02,2.267255E-01,2.959767E+03,2.029769E+03,1.536442E-01,1.793561E-01,1.831911E+03,1.238121E+03,9.509553E-02,1.094041E-01,2.939079E+03,2.033571E+03,1.525702E-01,1.796920E-01,1.850650E+03,1.296034E+03,9.606830E-02,1.145212E-01
02:00:00,1.011812E+03,2.560771E+03,5.252796E-02,2.262673E-01,2.959770E+03,2.019085E+03,1.536443E-01,1.784121E-01,1.831913E+03,1.230973E+03,9.509564E-02,1.087725E-01,2.939082E+03,2.022878E+03,1.525704E-01,1.787472E-01,1.850652E+03,1.286803E+03,9.606841E-02,1.137055E-01
02:10:00,1.011813E+03,2.555720E+03,5.252802E-02,2.258210E-01,2.959773E+03,2.008728E+03,1.536445E-01,1.774969E-01,1.831915E+03,1.224043E+03,9.509575E-02,1.081602E-01,2.939085E+03,2.012530E+03,1.525706E-01,1.778329E-01,1.850654E+03,1.277909E+03,9.606851E-02,1.129197E-01
02:20:00,1.011814E+03,2.550800E+03,5.252807E-02,2.253863E-01,2.959776E+03,1.998691E+03,1.536447E-01,1.766101E-01,1.831917E+03,1.217327E+03,9.509585E-02,1.075668E-01,2.939088E+03,2.002519E+03,1.525707E-01,1.769483E-01,1.850656E+03,1.269341E+03,9.606862E-02,1.121626E-01
02:30:00,1.011815E+03,2.546007E+03,5.252812E-02,2.249628E-01,2.959779E+03,1.988969E+03,1.536448E-01,1.757511E-01,1.831919E+03,1.210822E+03,9.509595E-02,1.069919E-01,2.939090E+03,1.992837E+03,1.525709E-01,1.760929E-01,1.850658E+03,1.261085E+03,9.606872E-02,1.114332E-01
02:40:00,1.011816E+03,2.541339E+03,5.252816E-02,2.245503E-01,2.959781E+03,1.979555E+03,1.536449E-01,1.749193E-01,1.831921E+03,1.204521E+03,9.509605E-02,1.064353E-01,2.939093E+03,1.983478E+03,1.525710E-01,1.752659E-01,1.850660E+03,1.253131E+03,9.606881E-02,1.107303E-01
02:50:00,1.011817E+03,2.536789E+03,5.252821E-02,2.241483E-01,2.959784E+03,1.970442E+03,1.536451E-01,1.741141E-01,1.831923E+03,1.198422E+03,9.509614E-02,1.058963E-01,2.939096E+03,1.974431E+03,1.525711E-01,1.744665E-01,1.850662E+03,1.245466E+03,9.606890E-02,1.100531E-01
03:00:00,1.011818E+03,2.532355E+03,5.252825E-02,2.237566E-01,2.959787E+03,1.961625E+03,1.536452E-01,1.733351E-01,1.831924E+03,1.192519E+03,9.509623E-02,1.053748E-01,2.939098E+03,1.965690E+03,1.525713E-01,1.736942E-01,1.850664E+03,1.238080E+03,9.606899E-02,1.094005E-01
03:10:00,1.011819E+03,2.528034E+03,5.252830E-02,2.233748E-01,2.959789E+03,1.953025E+03,1.536454E-01,1.725751E-01,1.831926E+03,1.186765E+03,9.509632E-02,1.048664E-01,2.939101E+03,1.957174E+03,1.525714E-01,1.729418E-01,1.850665E+03,1.230918E+03,9.606908E-02,1.087677E-01
03:20:00,1.011819E+03,2.523822E+03,5.252834E-02,2.230027E-01,2.959792E+03,1.944632E+03,1.536455E-01,1.718336E-01,1.831928E+03,1.181155E+03,9.509640E-02,1.043707E-01,2.939103E+03,1.948873E+03,1.525715E-01,1.722083E-01,1.850667E+03,1.223970E+03,9.606917E-02,1.081537E-01
03:30:00,1.011820E+03,2.519714E+03,5.252838E-02,2.226397E-01,2.959794E+03,1.936440E+03,1.536456E-01,1.711097E-01,1.831929E+03,1.175684E+03,9.509649E-02,1.038872E-01,2.939106E+03,1.940778E+03,1.525717E-01,1.714930E-01,1.850669E+03,1.217223E+03,9.606925E-02,1.075576E-01
03:40:00,1.011821E+03,2.515706E+03,5.252842E-02,2.222856E-01,2.959796E+03,1.928440E+03,1.536457E-01,1.704028E-01,1.831931E+03,1.170344E+03,9.509657E-02,1.034154E-01,2.939108E+03,1.932879E+03,1.525718E-01,1.707950E-01,1.850670E+03,1.210670E+03,9.606933E-02,1.069785E-01
03:50:00,1.011822E+03,2.511793E+03,5.252846E-02,2.219398E-01,2.959799E+03,1.920623E+03,1.536458E-01,1.697122E-01,1.831932E+03,1.165132E+03,9.509664E-02,1.029549E-01,2.939110E+03,1.925166E+03,1.525719E-01,1.701136E-01,1.850672E+03,1.204298E+03,9.606941E-02,1.064156E-01
04:00:00,1.011822E+03,2.507971E+03,5.252850E-02,2.216021E-01,2.959801E+03,1.912983E+03,1.536460E-01,1.690371E-01,1.831934E+03,1.160043E+03,9.509672E-02,1.025052E-01,2.939113E+03,1.917631E+03,1.525720E-01,1.694478E-01,1.850673E+03,1.198100E+03,9.606948E-02,1.058679E-01
04:10:00,1.011823E+03,2.504235E+03,5.252853E-02,2.212720E-01,2.959803E+03,1.905579E+03,1.536461E-01,1.683829E-01,1.831935E+03,1.155110E+03,9.509679E-02,1.020693E-01,2.939115E+03,1.910335E+03,1.525721E-01,1.688032E-01,1.850675E+03,1.192110E+03,9.606956E-02,1.053386E-01
04:20:00,1.011824E+03,2.500582E+03,5.252857E-02,2.209493E-01,2.959805E+03,1.898407E+03,1.536462E-01,1.677492E-01,1.831937E+03,1.150330E+03,9.509687E-02,1.016470E-01,2.939117E+03,1.903273E+03,1.525722E-01,1.681792E-01,1.850676E+03,1.186320E+03,9.606963E-02,1.048271E-01
04:30:00,1.011824E+03,2.497010E+03,5.252861E-02,2.206337E-01,2.959807E+03,1.891463E+03,1.536463E-01,1.671356E-01,1.831938E+03,1.145702E+03,9.509694E-02,1.012381E-01,2.939119E+03,1.896440E+03,1.525723E-01,1.675754E-01,1.850677E+03,1.180725E+03,9.606970E-02,1.043327E-01
04:40:00,1.011825E+03,2.493516E+03,5.252864E-02,2.203250E-01,2.959809E+03,1.884744E+03,1.536464E-01,1.665420E-01,1.831939E+03,1.141223E+03,9.509700E-02,1.008423E-01,2.939121E+03,1.889831E+03,1.525724E-01,1.669915E-01,1.850679E+03,1.175320E+03,9.606977E-02,1.038551E-01
04:50:00,1.011826E+03,2.490100E+03,5.252867E-02,2.200232E-01,2.959811E+03,1.878250E+03,1.536465E-01,1.659682E-01,1.831941E+03,1.136890E+03,9.509707E-02,1.004594E-01,2.939123E+03,1.883444E+03,1.525725E-01,1.664271E-01,1.850680E+03,1.170098E+03,9.606983E-02,1.033937E-01
05:00:00,1.011826E+03,2.486762E+03,5.252871E-02,2.197282E-01,2.959813E+03,1.871977E+03,1.536466E-01,1.654139E-01,1.831942E+03,1.132703E+03,9.509713E-02,1.000896E-01,2.939124E+03,1.877278E+03,1.525726E-01,1.658823E-01,1.850681E+03,1.165059E+03,9.606990E-02,1.029484E-01
05:10:00,1.011827E+03,2.483501E+03,5.252874E-02,2.194401E-01,2.959815E+03,1.866114E+03,1.536467E-01,1.648959E-01,1.831943E+03,1.128775E+03,9.509720E-02,9.974246E-02,2.939126E+03,1.871530E+03,1.525727E-01,1.653744E-01,1.850682E+03,1.160323E+03,9.606996E-02,1.025300E-01
05:20:00,1.011828E+03,2.480319E+03,5.252877E-02,2.191590E-01,2.959816E+03,1.860673E+03,1.536468E-01,1.644151E-01,1.831944E+03,1.125112E+03,9.509726E-02,9.941885E-02,2.939128E+03,1.866218E+03,1.525728E-01,1.649051E-01,1.850684E+03,1.155898E+03,9.607002E-02,1.021390E-01
05:30:00,1.011828E+03,2.477226E+03,5.252880E-02,2.188857E-01,2.959818E+03,1.855662E+03,1.536469E-01,1.639724E-01,1.831945E+03,1.121722E+03,9.509732E-02,9.911929E-02,2.939130E+03,1.861353E+03,1.525729E-01,1.644752E-01,1.850685E+03,1.151789E+03,9.607008E-02,1.017759E-01
05:40:00,1.011829E+03,2.474236E+03,5.252883E-02,2.186215E-01,2.959820E+03,1.851103E+03,1.536469E-01,1.635696E-01,1.831947E+03,1.118616E+03,9.509738E-02,9.884484E-02,2.939131E+03,1.856953E+03,1.525730E-01,1.640865E-01,1.850686E+03,1.148008E+03,9.607014E-02,1.014419E-01
05:50:00,1.011829E+03,2.471345E+03,5.252886E-02,2.183661E-01,2.959821E+03,1.847901E+03,1.536470E-01,1.632867E-01,1.831948E+03,1.116581E+03,9.509743E-02,9.866508E-02,2.939133E+03,1.854043E+03,1.525731E-01,1.638293E-01,1.850687E+03,1.145063E+03,9.607019E-02,1.011816E-01
06:00:00,1.011830E+03,2.468613E+03,5.252889E-02,2.181247E-01,2.959823E+03,1.846687E+03,1.536471E-01,1.631795E-01,1.831949E+03,1.119962E+03,9.509749E-02,9.896387E-02,2.939135E+03,1.855506E+03,1.525731E-01,1.639587E-01,1.850688E+03,1.143213E+03,9.607025E-02,1.010182E-01
06:10:00,1.011830E+03,2.466187E+03,5.252892E-02,2.179104E-01,2.959825E+03,1.848320E+03,1.536472E-01,1.633238E-01,1.831950E+03,1.137929E+03,9.509754E-02,1.005515E-01,2.939136E+03,1.866280E+03,1.525732E-01,1.649108E-01,1.850689E+03,1.142916E+03,9.607030E-02,1.009920E-01
06:20:00,1.011831E+03,2.464304E+03,5.252894E-02,2.177440E-01,2.959826E+03,1.853530E+03,1.536473E-01,1.637842E-01,1.831951E+03,1.172458E+03,9.509759E-02,1.036030E-01,2.939138E+03,1.888085E+03,1.525733E-01,1.668377E-01,1.850690E+03,1.144545E+03,9.607035E-02,1.011360E-01
06:30:00,1.011832E+03,2.463063E+03,5.252897E-02,2.176335E-01,2.959828E+03,1.862446E+03,1.536473E-01,1.645713E-01,1.831952E+03,1.219639E+03,9.509764E-02,1.077719E-01,2.939139E+03,1.915185E+03,1.525734E-01,1.692317E-01,1.850691E+03,1.148146E+03,9.607040E-02,1.014537E-01
06:40:00,1.011832E+03,2.462852E+03,5.252900E-02,2.176130E-01,2.959829E+03,1.875687E+03,1.536474E-01,1.657395E-01,1.831953E+03,1.281623E+03,9.509769E-02,1.132480E-01,2.939140E+03,1.949280E+03,1.525735E-01,1.722427E-01,1.850692E+03,1.154038E+03,9.607045E-02,1.019733E-01
06:50:00,1.011833E+03,2.463824E+03,5.252902E-02,2.176966E-01,2.959830E+03,1.889981E+03,1.536475E-01,1.670001E-01,1.831954E+03,1.356389E+03,9.509774E-02,1.198530E-01,2.939142E+03,1.988640E+03,1.525735E-01,1.757182E-01,1.850693E+03,1.161901E+03,9.607050E-02,1.026666E-01
07:00:00,1.011833E+03,2.466186E+03,5.252905E-02,2.179026E-01,2.959832E+03,1.907641E+03,1.536476E-01,1.685580E-01,1.831954E+03,1.444190E+03,9.509779E-02,1.276095E-01,2.939143E+03,2.029870E+03,1.525736E-01,1.793585E-01,1.850694E+03,1.171983E+03,9.607055E-02,1.035559E-01
07:10:00,1.011833E+03,2.469892E+03,5.252907E-02,2.182271E-01,2.899446E+03,1.924805E+03,1.505129E-01,1.700715E-01,1.791697E+03,1.531297E+03,9.300802E-02,1.353041E-01,2.878758E+03,2.063124E+03,1.494389E-01,1.822936E-01,1.810437E+03,1.181814E+03,9.398079E-02,1.044226E-01
07:20:00,1.011834E+03,2.474938E+03,5.252910E-02,2.186698E-01,2.839013E+03,1.944188E+03,1.473759E-01,1.717808E-01,1.751408E+03,1.617891E+03,9.091669E-02,1.429527E-01,2.818324E+03,2.088399E+03,1.463020E-01,1.845232E-01,1.770147E+03,1.191458E+03,9.188947E-02,1.052726E-01
07:30:00,1.011834E+03,2.481356E+03,5.252911E-02,2.192346E-01,2.778574E+03,1.965999E+03,1.442388E-01,1.737054E-01,1.711115E+03,1.707691E+03,8.882527E-02,1.508846E-01,2.757885E+03,2.110525E+03,1.431648E-01,1.864753E-01,1.729854E+03,1.202117E+03,8.979804E-02,1.062129E-01
07:40:00,1.011834E+03,2.488898E+03,5.252912E-02,2.198997E-01,2.718101E+03,1.989905E+03,1.411000E-01,1.758159E-01,1.670800E+03,1.798263E+03,8.673280E-02,1.588854E-01,2.697413E+03,2.127404E+03,1.400261E-01,1.879648E-01,1.689539E+03,1.213847E+03,8.770557E-02,1.072482E-01
07:50:00,1.011834E+03,2.497520E+03,5.252910E-02,2.206606E-01,2.657602E+03,2.015737E+03,1.379601E-01,1.780970E-01,1.630468E+03,1.890433E+03,8.463956E-02,1.670275E-01,2.636915E+03,2.139561E+03,1.368862E-01,1.890374E-01,1.649207E+03,1.226616E+03,8.561231E-02,1.083756E-01
08:00:00,1.011833E+03,2.507104E+03,5.252904E-02,2.215065E-01,2.597081E+03,2.042768E+03,1.348191E-01,1.804842E-01,1.590122E+03,1.978997E+03,8.254566E-02,1.748511E-01,2.576396E+03,2.147708E+03,1.337453E-01,1.897559E-01,1.608860E+03,1.240102E+03,8.351840E-02,1.095665E-01
08:10:00,1.011831E+03,2.517679E+03,5.252894E-02,2.224405E-01,2.596928E+03,2.074513E+03,1.348120E-01,1.832882E-01,1.590021E+03,2.067671E+03,8.254099E-02,1.826846E-01,2.576244E+03,2.160006E+03,1.337382E-01,1.908416E-01,1.608759E+03,1.256168E+03,8.351371E-02,1.109855E-01
08:20:00,1.011828E+03,2.529218E+03,5.252879E-02,2.234596E-01,2.596806E+03,2.107782E+03,1.348063E-01,1.862271E-01,1.589942E+03,2.153657E+03,8.253738E-02,1.902808E-01,2.576123E+03,2.175540E+03,1.337326E-01,1.922135E-01,1.608679E+03,1.274665E+03,8.351006E-02,1.126194E-01
08:30:00,1.011824E+03,2.541793E+03,5.252859E-02,2.245704E-01,2.596676E+03,2.142458E+03,1.348002E-01,1.892903E-01,1.589857E+03,2.236365E+03,8.253341E-02,1.975876E-01,2.575994E+03,2.195769E+03,1.337266E-01,1.940002E-01,1.608594E+03,1.294517E+03,8.350607E-02,1.143731E-01
08:40:00,1.011819E+03,2.555450E+03,5.252835E-02,2.257767E-01,2.596567E+03,2.179736E+03,1.347951E-01,1.925834E-01,1.589786E+03,2.317786E+03,8.253007E-02,2.047806E-01,2.575885E+03,2.222403E+03,1.337214E-01,1.963529E-01,1.608522E+03,1.316146E+03,8.350272E-02,1.162838E-01
08:50:00,1.011814E+03,2.570275E+03,5.252806E-02,2.270864E-01,2.596472E+03,2.221017E+03,1.347906E-01,1.962306E-01,1.589724E+03,2.395280E+03,8.252715E-02,2.116271E-01,2.575791E+03,2.254671E+03,1.337170E-01,1.992038E-01,1.608460E+03,1.338863E+03,8.349979E-02,1.182907E-01
09:00:00,1.011808E+03,2.586274E+03,5.252776E-02,2.285000E-01,2.596389E+03,2.264160E+03,1.347867E-01,2.000422E-01,1.589670E+03,2.468353E+03,8.252458E-02,2.180829E-01,2.575708E+03,2.292434E+03,1.337131E-01,2.025400E-01,1.608406E+03,1.362555E+03,8.349722E-02,1.203840E-01
09:10:00,1.011802E+03,2.603435E+03,5.252743E-02,2.300162E-01,2.596316E+03,2.308336E+03,1.347832E-01,2.039451E-01,1.589623E+03,2.536489E+03,8.252230E-02,2.241027E-01,2.575636E+03,2.332098E+03,1.337096E-01,2.060444E-01,1.608359E+03,1.387203E+03,8.349494E-02,1.225616E-01
09:20:00,1.011795E+03,2.621644E+03,5.252710E-02,2.316250E-01,2.596253E+03,2.352946E+03,1.347801E-01,2.078864E-01,1.589581E+03,2.599206E+03,8.252029E-02,2.296436E-01,2.575572E+03,2.372862E+03,1.337065E-01,2.096459E-01,1.608317E+03,1.412555E+03,8.349293E-02,1.248014E-01
09:30:00,1.011789E+03,2.640754E+03,5.252677E-02,2.333134E-01,2.596197E+03,2.398012E+03,1.347774E-01,2.118680E-01,1.589545E+03,2.656142E+03,8.251851E-02,2.346739E-01,2.575516E+03,2.414167E+03,1.337038E-01,2.132952E-01,1.608280E+03,1.438461E+03,8.349115E-02,1.270902E-01
09:40:00,1.011783E+03,2.660609E+03,5.252644E-02,2.350676E-01,2.596148E+03,2.442191E+03,1.347750E-01,2.157713E-01,1.589513E+03,2.702176E+03,8.251694E-02,2.387410E-01,2.575467E+03,2.454662E+03,1.337014E-01,2.168730E-01,1.608248E+03,1.464126E+03,8.348958E-02,1.293578E-01
09:50:00,1.011777E+03,2.681039E+03,5.252612E-02,2.368726E-01,2.596105E+03,2.486381E+03,1.347729E-01,2.196755E-01,1.589484E+03,2.737615E+03,8.251555E-02,2.418720E-01,2.575424E+03,2.495258E+03,1.336993E-01,2.204597E-01,1.608220E+03,1.490080E+03,8.348820E-02,1.316508E-01
10:00:00,1.011771E+03,2.701879E+03,5.252581E-02,2.387139E-01,2.596067E+03,2.527730E+03,1.347710E-01,2.233287E-01,1.589460E+03,2.761918E+03,8.251432E-02,2.440190E-01,2.575386E+03,2.535905E+03,1.336974E-01,2.240509E-01,1.608195E+03,1.516272E+03,8.348697E-02,1.339649E-01
10:10:00,1.011765E+03,2.722990E+03,5.252551E-02,2.405793E-01,2.596034E+03,2.567987E+03,1.347694E-01,2.268856E-01,1.589438E+03,2.774685E+03,8.251323E-02,2.451472E-01,2.575353E+03,2.576406E+03,1.336957E-01,2.276294E-01,1.608174E+03,1.542554E+03,8.348589E-02,1.362871E-01
10:20:00,1.011759E+03,2.744188E+03,5.252523E-02,2.424525E-01,2.596004E+03,2.607786E+03,1.347679E-01,2.304023E-01,1.589418E+03,2.775563E+03,8.251226E-02,2.452250E-01,2.575323E+03,2.616588E+03,1.336943E-01,2.311800E-01,1.608154E+03,1.568792E+03,8.348493E-02,1.386055E-01
10:30:00,1.011754E+03,2.765325E+03,5.252496E-02,2.443201E-01,2.595978E+03,2.646781E+03,1.347666E-01,2.338476E-01,1.589401E+03,2.764316E+03,8.251140E-02,2.442313E-01,2.575297E+03,2.656296E+03,1.336930E-01,2.346883E-01,1.608137E+03,1.594870E+03,8.348407E-02,1.409096E-01
10:40:00,1.011749E+03,2.786367E+03,5.252471E-02,2.461794E-01,2.595955E+03,2.684781E+03,1.347655E-01,2.372052E-01,1.589386E+03,2.743102E+03,8.251064E-02,2.423571E-01,2.575274E+03,2.695474E+03,1.336918E-01,2.381500E-01,1.608122E+03,1.620736E+03,8.348331E-02,1.431950E-01
10:50:00,1.011745E+03,2.807169E+03,5.252447E-02,2.480176E-01,2.595935E+03,2.721851E+03,1.347644E-01,2.404808E-01,1.589372E+03,2.713464E+03,8.250995E-02,2.397388E-01,2.575253E+03,2.733975E+03,1.336908E-01,2.415520E-01,1.608109E+03,1.646281E+03,8.348263E-02,1.454522E-01
11:00:00,1.011741E+03,2.827679E+03,5.252425E-02,2.498301E-01,2.595917E+03,2.763579E+03,1.347635E-01,2.441679E-01,1.589360E+03,2.676263E+03,8.250934E-02,2.364523E-01,2.575235E+03,2.771638E+03,1.336899E-01,2.448799E-01,1.608097E+03,1.671389E+03,8.348203E-02,1.476707E-01
11:10:00,1.011737E+03,2.847865E+03,5.252404E-02,2.516136E-01,2.595900E+03,2.805958E+03,1.347627E-01,2.479122E-01,1.589349E+03,2.631900E+03,8.250879E-02,2.325328E-01,2.575219E+03,2.808193E+03,1.336890E-01,2.481097E-01,1.608086E+03,1.695905E+03,8.348148E-02,1.498368E-01
11:20:00,1.011733E+03,2.867773E+03,5.252384E-02,2.533729E-01,2.595886E+03,2.848242E+03,1.347620E-01,2.516485E-01,1.589340E+03,2.581214E+03,8.250830E-02,2.280547E-01,2.575204E+03,2.843645E+03,1.336883E-01,2.512423E-01,1.608076E+03,1.718090E+03,8.348099E-02,1.517971E-01
